price,price log,bedrooms,bedrooms log,bathrooms,bathrooms ROUNDED,Bathrooms log,sqft_living,sqft_living log,sqft_lot,sqft_lot log,floors,floors Rounded,floors log,waterfront,view,yr_built,yr_built log,yr_renovated,zipcode,lat,long
617000,5.790285164,3,0.477121255,2.5,3,0.477121255,1880,3.274157849,5500,3.740362689,2,2,0.301029996,0,0,1947,3.289365952,2007,98199,47.657,-122.393
438750,5.642217129,3,0.477121255,1.75,2,0.301029996,1610,3.206825876,6480,3.811575006,1,1,0,0,0,1947,3.289365952,0,98125,47.7137,-122.307
1.28E+06,6.10720997,4,0.602059991,3,3,0.477121255,3260,3.5132176,4500,3.653212514,2,2,0.301029996,0,0,1930,3.285557309,2014,98109,47.6314,-122.353
995000,5.997823081,5,0.698970004,3.25,3,0.477121255,3970,3.598790507,8029,3.904661458,2,2,0.301029996,0,2,1979,3.296445794,0,98177,47.7764,-122.385
1.58E+06,6.198657087,4,0.602059991,2.5,3,0.477121255,4570,3.6599162,74487,4.872080483,2,2,0.301029996,0,4,1948,3.289588953,1985,98177,47.7282,-122.372
635000,5.802773725,5,0.698970004,2.75,3,0.477121255,2620,3.418301291,5500,3.740362689,1.5,2,0.301029996,0,0,1911,3.281260687,0,98117,47.6806,-122.388
215000,5.33243846,3,0.477121255,1,1,0,1180,3.071882007,9000,3.954242509,1,1,0,0,0,1970,3.294466226,0,98031,47.39,-122.166
530000,5.72427587,3,0.477121255,2.5,3,0.477121255,1365,3.135132651,1090,3.037426498,3,3,0.477121255,0,0,2003,3.301680949,0,98115,47.6776,-122.324
295000,5.469822016,2,0.301029996,1,1,0,720,2.857332496,4125,3.615423953,1,1,0,0,0,1943,3.288472801,0,98106,47.5245,-122.354
245000,5.389166084,3,0.477121255,2.25,2,0.301029996,1350,3.130333768,6775,3.8309093,1,1,0,0,0,1981,3.296884476,0,98032,47.3593,-122.289
400000,5.602059991,6,0.77815125,2.5,3,0.477121255,3060,3.485721426,17112,4.233300772,1,1,0,0,0,1967,3.29380436,0,98058,47.4379,-122.146
303000,5.481442629,3,0.477121255,2.75,3,0.477121255,1850,3.267171728,8820,3.945468585,2,2,0.301029996,0,0,1993,3.299507299,0,98022,47.1928,-122.01
330000,5.51851394,3,0.477121255,1.75,2,0.301029996,1320,3.120573931,9675,3.985650974,1.5,2,0.301029996,0,0,1970,3.294466226,0,98024,47.5695,-121.902
700000,5.84509804,3,0.477121255,1.75,2,0.301029996,1990,3.298853076,13000,4.113943352,2,2,0.301029996,0,3,1980,3.29666519,0,98028,47.7439,-122.262
126000,5.100370545,1,0,1,1,0,610,2.785329835,4400,3.643452676,1,1,0,0,0,1922,3.283753383,0,98055,47.4865,-122.197
850000,5.929418926,4,0.602059991,1,1,0,2500,3.397940009,35802,4.553907288,1.5,2,0.301029996,0,0,1955,3.291146762,0,98005,47.6488,-122.153
405000,5.607455023,3,0.477121255,2,2,0.301029996,1440,3.158362492,7425,3.870696458,1,1,0,0,0,1965,3.293362555,0,98034,47.7243,-122.185
869900,5.939469331,6,0.77815125,4.5,5,0.698970004,2750,3.439332694,4400,3.643452676,2,2,0.301029996,0,0,1987,3.298197867,0,98103,47.6883,-122.335
485000,5.685741739,3,0.477121255,1.75,2,0.301029996,1790,3.252853031,6775,3.8309093,1,1,0,0,2,1951,3.290257269,0,98126,47.5412,-122.377
400000,5.602059991,2,0.301029996,2,2,0.301029996,1050,3.021189299,1173,3.069298012,2,2,0.301029996,0,0,2004,3.301897717,0,98122,47.6181,-122.302
299950,5.477048866,3,0.477121255,2.5,3,0.477121255,1780,3.250420002,4650,3.667452953,2,2,0.301029996,0,0,2011,3.303412071,0,98038,47.386,-122.047
585000,5.767155866,4,0.602059991,2.5,3,0.477121255,2200,3.342422681,9099,3.958993665,2,2,0.301029996,0,0,1994,3.299725154,0,98034,47.733,-122.225
495000,5.694605199,4,0.602059991,2,2,0.301029996,1720,3.235528447,5413,3.733438027,2,2,0.301029996,0,0,1938,3.287353773,1980,98115,47.6929,-122.321
2.20E+06,6.342422681,5,0.698970004,4.5,5,0.698970004,5840,3.766412847,17168,4.234719705,2,2,0.301029996,0,0,2006,3.302330929,0,98029,47.5457,-121.991
447000,5.650307523,3,0.477121255,2.25,2,0.301029996,1520,3.181843588,14080,4.148602655,2,2,0.301029996,0,0,1984,3.297541668,0,98074,47.6273,-122.059
206000,5.31386722,3,0.477121255,1,1,0,1320,3.120573931,9239,3.965624967,1,1,0,0,0,1968,3.294025094,0,98092,47.312,-122.183
500000,5.698970004,3,0.477121255,1,1,0,1070,3.029383778,4600,3.662757832,1,1,0,0,0,1930,3.285557309,0,98116,47.5627,-122.383
302500,5.480725379,4,0.602059991,2.5,3,0.477121255,1990,3.298853076,5511,3.741230411,2,2,0.301029996,0,0,1994,3.299725154,0,98030,47.3585,-122.191
1.25E+06,6.096910013,4,0.602059991,4.25,4,0.602059991,4980,3.697229343,13000,4.113943352,2,2,0.301029996,0,3,1982,3.29710365,0,98052,47.6406,-122.101
391000,5.592176757,2,0.301029996,1,1,0,890,2.949390007,5423,3.734239604,1,1,0,0,0,1946,3.289142836,0,98117,47.6966,-122.368
250000,5.397940009,3,0.477121255,2,2,0.301029996,1440,3.158362492,5457,3.736953954,2,2,0.301029996,0,0,1986,3.297979244,0,98038,47.3784,-122.046
435000,5.638489257,4,0.602059991,2.5,3,0.477121255,2440,3.387389826,5350,3.728353782,2,2,0.301029996,0,0,2003,3.301680949,0,98059,47.4891,-122.149
160000,5.204119983,4,0.602059991,2.25,2,0.301029996,1800,3.255272505,14722,4.167966813,1,1,0,0,0,1962,3.292699003,0,98055,47.4874,-122.223
451000,5.654176542,5,0.698970004,3,3,0.477121255,2260,3.354108439,6508,3.813447544,1,1,0,0,0,2003,3.301680949,0,98155,47.7508,-122.322
206000,5.31386722,2,0.301029996,1,1,0,810,2.908485019,7158,3.854791694,1,1,0,0,0,1944,3.288696261,0,98168,47.4882,-122.325
590000,5.770852012,4,0.602059991,2.75,3,0.477121255,2240,3.350248018,5400,3.73239376,2,2,0.301029996,0,0,1940,3.28780173,0,98116,47.5785,-122.402
695000,5.841984805,3,0.477121255,2.5,3,0.477121255,4560,3.658964843,17622,4.246055197,2,2,0.301029996,0,0,1986,3.297979244,0,98074,47.621,-122.03
350000,5.544068044,3,0.477121255,1.5,2,0.301029996,1550,3.190331698,40752,4.610148928,1,1,0,0,0,1954,3.290924559,0,98031,47.394,-122.202
1.24E+06,6.093421685,5,0.698970004,3.5,4,0.602059991,3180,3.50242712,4628,3.66539335,2,2,0.301029996,0,0,2001,3.301247089,0,98199,47.6423,-122.394
395000,5.596597096,6,0.77815125,2.25,2,0.301029996,2950,3.469822016,11200,4.049218023,1,1,0,0,0,1970,3.294466226,0,98072,47.7476,-122.087
419000,5.622214023,5,0.698970004,3,3,0.477121255,2190,3.340444115,9652,3.984617313,2,2,0.301029996,0,0,1999,3.300812794,0,98178,47.5049,-122.239
592350,5.772578393,2,0.301029996,2,2,0.301029996,1570,3.195899652,4665,3.668851648,1,1,0,0,0,2006,3.302330929,0,98053,47.709,-122.017
855000,5.931966115,5,0.698970004,3.25,3,0.477121255,3420,3.534026106,5669,3.753506457,2,2,0.301029996,0,0,2003,3.301680949,0,98027,47.5366,-122.067
771000,5.887054378,4,0.602059991,2.5,3,0.477121255,2420,3.383815366,7200,3.857332496,2,2,0.301029996,0,0,1991,3.29907126,0,98033,47.6893,-122.197
325000,5.511883361,3,0.477121255,2.25,2,0.301029996,1570,3.195899652,43350,4.636989102,1,1,0,0,3,1967,3.29380436,0,98022,47.2377,-122.016
1.85E+06,6.267171728,5,0.698970004,3.25,3,0.477121255,3680,3.565847819,6060,3.782472624,2,2,0.301029996,0,0,1925,3.284430734,0,98112,47.6341,-122.304
545000,5.736396502,4,0.602059991,1.75,2,0.301029996,1910,3.281033367,6731,3.828079591,1,1,0,0,0,1953,3.290702243,0,98116,47.5693,-122.391
615000,5.788875116,3,0.477121255,1.75,2,0.301029996,1780,3.250420002,5175,3.713910354,1,1,0,0,0,1927,3.284881715,0,98116,47.5696,-122.386
625500,5.796227314,2,0.301029996,1,1,0,2160,3.334453751,7439,3.871514559,1,1,0,0,0,1953,3.290702243,0,98115,47.6981,-122.286
232000,5.365487985,3,0.477121255,1.5,2,0.301029996,1460,3.164352856,15000,4.176091259,1,1,0,0,0,1966,3.293583513,0,98001,47.3182,-122.271
168000,5.225309282,3,0.477121255,1.5,2,0.301029996,1370,3.136720567,7439,3.871514559,1,1,0,0,0,1963,3.2929203,0,98055,47.4499,-122.189
238000,5.376576957,3,0.477121255,1.5,2,0.301029996,1370,3.136720567,7439,3.871514559,1,1,0,0,0,1963,3.2929203,0,98055,47.4499,-122.189
260000,5.414973348,3,0.477121255,2.5,3,0.477121255,1500,3.176091259,7401,3.869290404,2,2,0.301029996,0,0,1998,3.300595484,0,98092,47.2625,-122.221
460000,5.662757832,3,0.477121255,1.75,2,0.301029996,1210,3.08278537,7500,3.875061263,1,1,0,0,0,1951,3.290257269,0,98027,47.5294,-122.033
900000,5.954242509,3,0.477121255,2.5,3,0.477121255,2850,3.45484486,11535,4.062017599,1,1,0,0,1,1952,3.290479813,2008,98155,47.748,-122.288
289950,5.462323113,3,0.477121255,1,1,0,1090,3.037426498,8280,3.918030337,1,1,0,0,0,1947,3.289365952,2006,98155,47.7562,-122.318
265000,5.423245874,3,0.477121255,1.75,2,0.301029996,1450,3.161368002,5858,3.767749367,1,1,0,0,0,1991,3.29907126,0,98038,47.3482,-122.037
465000,5.667452953,4,0.602059991,2.25,2,0.301029996,1820,3.260071388,20349,4.308543072,1,1,0,0,0,1977,3.296006669,0,98072,47.7415,-122.096
370000,5.568201724,3,0.477121255,1.5,2,0.301029996,1320,3.120573931,7201,3.857392811,1,1,0,0,0,1971,3.294686624,0,98034,47.7126,-122.211
240000,5.380211242,2,0.301029996,1.5,2,0.301029996,1670,3.222716471,9880,3.994756945,1,1,0,0,0,1941,3.288025535,1963,98146,47.4864,-122.348
232000,5.365487985,4,0.602059991,2,2,0.301029996,1440,3.158362492,5911,3.771660959,1,1,0,0,0,1943,3.288472801,0,98056,47.5072,-122.181
237502,5.375667271,3,0.477121255,1,1,0,980,2.991226076,7560,3.878521796,1,1,0,0,0,1951,3.290257269,0,98126,47.5256,-122.375
1.28E+06,6.10720997,4,0.602059991,3.5,4,0.602059991,4340,3.63748973,5500,3.740362689,2,2,0.301029996,0,0,2008,3.302763708,0,98199,47.6427,-122.397
957000,5.980911938,4,0.602059991,2.25,2,0.301029996,2860,3.456366033,11545,4.062393937,1,1,0,0,0,1966,3.293583513,0,98005,47.588,-122.168
218000,5.338456494,3,0.477121255,1.5,2,0.301029996,1140,3.056904851,4875,3.68797462,1,1,0,0,0,1970,3.294466226,0,98042,47.3684,-122.08
205000,5.311753861,3,0.477121255,1.5,2,0.301029996,1120,3.049218023,8366,3.92251786,1,1,0,0,0,1968,3.294025094,0,98042,47.3632,-122.11
350000,5.544068044,3,0.477121255,3.25,3,0.477121255,1460,3.164352856,1592,3.201943063,2,2,0.301029996,0,0,2006,3.302330929,0,98126,47.5481,-122.374
256000,5.408239965,4,0.602059991,2.5,3,0.477121255,2050,3.311753861,5787,3.762453482,2,2,0.301029996,0,0,2002,3.301464073,0,98198,47.3527,-122.315
275000,5.439332694,3,0.477121255,1,1,0,1250,3.096910013,7654,3.883888458,1,1,0,0,0,1952,3.290479813,0,98125,47.7289,-122.291
372000,5.57054294,4,0.602059991,2.5,3,0.477121255,2520,3.401400541,9604,3.982452151,2,2,0.301029996,0,0,1990,3.298853076,0,98031,47.3893,-122.216
688888,5.83814862,3,0.477121255,3.25,3,0.477121255,2580,3.411619706,9825,3.992332559,1.5,2,0.301029996,0,1,1978,3.296226287,0,98027,47.5314,-122.054
170000,5.230448921,2,0.301029996,1,1,0,1200,3.079181246,24792,4.394311563,2,2,0.301029996,0,0,1976,3.29578694,0,98053,47.6337,-121.961
530000,5.72427587,5,0.698970004,2.25,2,0.301029996,2140,3.330413773,7910,3.898176483,1,1,0,0,0,1962,3.292699003,0,98007,47.6071,-122.137
905000,5.956648579,4,0.602059991,3.25,3,0.477121255,3440,3.536558443,7661,3.884285462,2,2,0.301029996,0,0,2006,3.302330929,0,98029,47.5429,-121.995
365000,5.562292864,4,0.602059991,2.5,3,0.477121255,1800,3.255272505,5070,3.705007959,1,1,0,0,0,1979,3.296445794,0,98118,47.5303,-122.28
312000,5.494154594,4,0.602059991,2.5,3,0.477121255,1790,3.252853031,10584,4.024649831,1,1,0,0,0,1981,3.296884476,0,98031,47.4061,-122.188
400000,5.602059991,2,0.301029996,1.75,2,0.301029996,1250,3.096910013,7680,3.88536122,1,1,0,0,0,1922,3.283753383,1968,98126,47.5242,-122.371
278750,5.445214876,2,0.301029996,2,2,0.301029996,800,2.903089987,5765,3.760799312,1,1,0,0,0,1936,3.286905353,0,98133,47.7024,-122.346
510000,5.707570176,3,0.477121255,2,2,0.301029996,1410,3.149219113,11995,4.079000252,1,1,0,0,0,1965,3.293362555,0,98006,47.5718,-122.127
527700,5.722387094,2,0.301029996,2.25,2,0.301029996,1330,3.123851641,806,2.906335042,3,3,0.477121255,0,0,2009,3.302979937,0,98117,47.6904,-122.395
740000,5.86923172,4,0.602059991,2.75,3,0.477121255,2890,3.460897843,4000,3.602059991,1.5,2,0.301029996,0,0,1931,3.285782274,0,98109,47.6419,-122.351
512000,5.709269961,4,0.602059991,2.5,3,0.477121255,2550,3.40654018,17209,4.235755635,2,2,0.301029996,0,0,1996,3.300160537,0,98059,47.4836,-122.136
362000,5.558708571,5,0.698970004,2.5,3,0.477121255,2880,3.459392488,8216,3.914660431,2,2,0.301029996,0,0,2001,3.301247089,0,98030,47.3747,-122.185
225000,5.352182518,3,0.477121255,1,1,0,660,2.819543936,6600,3.819543936,1,1,0,0,0,1940,3.28780173,0,98168,47.4842,-122.33
491500,5.691523522,3,0.477121255,2.25,2,0.301029996,1470,3.167317335,4322,3.635684763,2,2,0.301029996,0,0,1985,3.297760511,0,98029,47.5672,-122.018
429950,5.633417953,4,0.602059991,1.75,2,0.301029996,1700,3.230448921,10230,4.009875634,1,1,0,0,0,1959,3.292034436,0,98133,47.7453,-122.351
375000,5.574031268,3,0.477121255,1,1,0,1040,3.017033339,9800,3.991226076,1,1,0,0,0,1955,3.291146762,0,98006,47.5765,-122.155
199400,5.299725154,2,0.301029996,1,1,0,880,2.944482672,4000,3.602059991,1,1,0,0,0,1916,3.282395505,0,98106,47.5331,-122.352
364900,5.562173863,4,0.602059991,2.5,3,0.477121255,2490,3.396199347,9346,3.970625777,2,2,0.301029996,0,2,1996,3.300160537,0,98042,47.3831,-122.147
324950,5.511816541,3,0.477121255,1.5,2,0.301029996,1210,3.08278537,7560,3.878521796,1,1,0,0,0,1941,3.288025535,0,98126,47.5255,-122.374
467000,5.669316881,5,0.698970004,2,2,0.301029996,2080,3.318063335,4000,3.602059991,1,1,0,0,0,1909,3.280805928,0,98144,47.5858,-122.308
380000,5.579783597,3,0.477121255,1,1,0,1380,3.139879086,5400,3.73239376,1,1,0,0,0,1954,3.290924559,0,98125,47.7134,-122.288
250000,5.397940009,3,0.477121255,2.25,2,0.301029996,1620,3.209515015,10850,4.035429738,1,1,0,0,0,1966,3.293583513,0,98055,47.4437,-122.194
700000,5.84509804,4,0.602059991,1,1,0,1680,3.225309282,4021,3.604334073,1.5,2,0.301029996,0,0,1921,3.283527365,0,98103,47.6663,-122.332
206990,5.315949365,3,0.477121255,1,1,0,1330,3.123851641,9620,3.983175072,1,1,0,0,0,1976,3.29578694,0,98092,47.3174,-122.127
670000,5.826074803,3,0.477121255,1.75,2,0.301029996,1730,3.238046103,3400,3.531478917,1,1,0,0,0,1928,3.28510703,0,98107,47.6662,-122.364
315000,5.498310554,2,0.301029996,1,1,0,790,2.897627091,6969,3.843170465,1,1,0,0,0,1955,3.291146762,1984,98052,47.6978,-122.164
319950,5.505082115,3,0.477121255,2.5,3,0.477121255,2240,3.350248018,7500,3.875061263,2,2,0.301029996,0,0,1985,3.297760511,0,98092,47.265,-122.22
419000,5.622214023,3,0.477121255,1.5,2,0.301029996,1500,3.176091259,8272,3.917610526,1,1,0,0,0,1958,3.291812687,0,98177,47.7741,-122.38
205000,5.311753861,3,0.477121255,2,2,0.301029996,1800,3.255272505,11419,4.057628073,1,1,0,0,0,1989,3.298634783,0,98092,47.2623,-122.217
335000,5.525044807,4,0.602059991,2.5,3,0.477121255,1980,3.29666519,4745,3.676236217,2,2,0.301029996,0,0,2004,3.301897717,0,98038,47.3495,-122.04
397000,5.598790507,3,0.477121255,1.75,2,0.301029996,1340,3.127104798,5100,3.707570176,1,1,0,0,0,1953,3.290702243,0,98103,47.694,-122.348
370000,5.568201724,2,0.301029996,1,1,0,750,2.875061263,2020,3.305351369,1,1,0,0,0,1908,3.28057837,1995,98122,47.6175,-122.301
330000,5.51851394,4,0.602059991,2.25,2,0.301029996,1790,3.252853031,9920,3.996511672,1,1,0,0,0,1969,3.294245716,0,98059,47.5126,-122.149
1.79E+06,6.252853031,4,0.602059991,3.5,4,0.602059991,5490,3.739572344,14300,4.155336037,1,1,0,0,4,1996,3.300160537,0,98006,47.5511,-122.114
399000,5.600972896,3,0.477121255,2,2,0.301029996,1940,3.28780173,16300,4.212187604,1,1,0,0,0,1978,3.296226287,0,98155,47.774,-122.283
400000,5.602059991,4,0.602059991,1.75,2,0.301029996,2670,3.426511261,189486,5.277577128,2,2,0.301029996,0,4,1972,3.294906911,0,98092,47.2585,-122.061
249900,5.397766256,3,0.477121255,2,2,0.301029996,1220,3.086359831,6404,3.806451323,1,1,0,0,0,1994,3.299725154,0,98038,47.3523,-122.059
717000,5.855519156,3,0.477121255,1.5,2,0.301029996,1310,3.117271296,3880,3.588831726,1,1,0,0,0,1956,3.29136885,0,98117,47.6821,-122.392
319000,5.503790683,4,0.602059991,2.5,3,0.477121255,1930,3.285557309,8336,3.920957706,2,2,0.301029996,0,0,1995,3.2999429,0,98031,47.4016,-122.166
635000,5.802773725,4,0.602059991,3,3,0.477121255,2100,3.322219295,3800,3.579783597,2,2,0.301029996,0,0,1972,3.294906911,0,98115,47.6807,-122.291
355000,5.550228353,3,0.477121255,1,1,0,1180,3.071882007,7573,3.879267957,1,1,0,0,0,1977,3.296006669,0,98155,47.7372,-122.294
1.60E+06,6.204119983,5,0.698970004,3.25,3,0.477121255,4320,3.635483747,32840,4.516403148,2,2,0.301029996,0,0,1990,3.298853076,0,98006,47.5461,-122.122
585000,5.767155866,4,0.602059991,1.75,2,0.301029996,3140,3.496929648,12519,4.097569639,1,1,0,0,0,1951,3.290257269,1983,98033,47.6941,-122.173
320000,5.505149978,3,0.477121255,2,2,0.301029996,2320,3.365487985,7800,3.892094603,1,1,0,0,0,1960,3.292256071,0,98168,47.5141,-122.316
305495,5.485004107,3,0.477121255,1.75,2,0.301029996,2110,3.324282455,10200,4.008600172,2,2,0.301029996,0,0,1966,3.293583513,0,98059,47.4744,-122.154
240000,5.380211242,4,0.602059991,2,2,0.301029996,1790,3.252853031,14690,4.167021796,1,1,0,0,1,1960,3.292256071,0,98198,47.3965,-122.321
199950,5.300921408,5,0.698970004,2.5,3,0.477121255,1740,3.240549248,8750,3.942008053,1,1,0,0,0,1959,3.292034436,0,98198,47.3904,-122.299
1.62E+06,6.209515015,4,0.602059991,3.25,3,0.477121255,3820,3.582063363,8114,3.909235003,2,2,0.301029996,0,0,2005,3.302114377,0,98004,47.5837,-122.194
770000,5.886490725,3,0.477121255,3.5,4,0.602059991,2050,3.311753861,21744,4.337339439,2,2,0.301029996,1,4,1930,3.285557309,0,98166,47.4536,-122.376
255000,5.40654018,4,0.602059991,2.25,2,0.301029996,1680,3.225309282,3179,3.502290528,2,2,0.301029996,0,0,2002,3.301464073,0,98092,47.3258,-122.186
289000,5.460897843,4,0.602059991,2.25,2,0.301029996,1930,3.285557309,8925,3.950608225,1,1,0,0,0,1974,3.295347148,0,98058,47.4501,-122.128
494500,5.694166296,4,0.602059991,3,3,0.477121255,3760,3.575187845,8804,3.944680034,2,2,0.301029996,0,0,2002,3.301464073,0,98056,47.5161,-122.191
746000,5.872738827,3,0.477121255,2.25,2,0.301029996,2370,3.374748346,9619,3.983129925,1,1,0,0,0,1973,3.295127085,0,98052,47.6366,-122.099
385000,5.58546073,4,0.602059991,3,3,0.477121255,2120,3.326335861,13000,4.113943352,2,2,0.301029996,0,0,1978,3.296226287,0,98059,47.4745,-122.141
688100,5.837651558,4,0.602059991,2.5,3,0.477121255,2370,3.374748346,10513,4.021726664,2,2,0.301029996,0,0,1987,3.298197867,0,98052,47.6915,-122.099
870300,5.939668984,4,0.602059991,2.5,3,0.477121255,2350,3.371067862,3150,3.498310554,1.5,2,0.301029996,0,0,1910,3.281033367,0,98103,47.6605,-122.335
310000,5.491361694,3,0.477121255,1,1,0,1180,3.071882007,8474,3.92808846,1.5,2,0.301029996,0,0,1956,3.29136885,0,98155,47.7416,-122.327
500000,5.698970004,3,0.477121255,2.5,3,0.477121255,2270,3.356025857,5654,3.752355804,2,2,0.301029996,0,0,1999,3.300812794,0,98133,47.7733,-122.351
255000,5.40654018,3,0.477121255,2.25,2,0.301029996,1830,3.26245109,7770,3.890421019,1,1,0,0,0,1977,3.296006669,0,98042,47.3925,-122.161
1.48E+06,6.170261715,3,0.477121255,2.75,3,0.477121255,3910,3.592176757,7080,3.850033258,1,1,0,0,0,1949,3.289811839,0,98112,47.6324,-122.289
154500,5.188928484,3,0.477121255,1,1,0,890,2.949390007,9465,3.976120618,1,1,0,0,0,1957,3.291590826,0,98148,47.4388,-122.328
425000,5.62838893,3,0.477121255,2.25,2,0.301029996,1820,3.260071388,8058,3.906227263,1,1,0,0,0,1974,3.295347148,0,98034,47.7241,-122.168
700000,5.84509804,4,0.602059991,2.5,3,0.477121255,2440,3.387389826,7491,3.874539797,2,2,0.301029996,0,0,1988,3.29841638,0,98029,47.561,-122.019
410500,5.613313161,2,0.301029996,1,1,0,1110,3.045322979,3943,3.595826777,1,1,0,0,0,1916,3.282395505,0,98109,47.6436,-122.352
432000,5.635483747,3,0.477121255,2,2,0.301029996,1870,3.271841607,7080,3.850033258,1,1,0,0,0,1969,3.294245716,0,98034,47.7244,-122.179
530000,5.72427587,3,0.477121255,1.5,2,0.301029996,1240,3.093421685,4080,3.610660163,1.5,2,0.301029996,0,0,1914,3.281941933,0,98144,47.5745,-122.291
465000,5.667452953,3,0.477121255,2,2,0.301029996,1560,3.193124598,8640,3.936513742,1,1,0,0,0,1967,3.29380436,0,98034,47.7294,-122.186
498688,5.697828918,3,0.477121255,2.5,3,0.477121255,1910,3.281033367,5600,3.748188027,2,2,0.301029996,0,0,1989,3.298634783,0,98029,47.5752,-122.009
573500,5.758533422,3,0.477121255,1,1,0,2200,3.342422681,21450,4.331427297,1,1,0,0,0,1952,3.290479813,0,98166,47.4527,-122.372
349900,5.543943942,4,0.602059991,2.75,3,0.477121255,2530,3.403120521,13474,4.129496543,2,2,0.301029996,0,0,1994,3.299725154,0,98023,47.289,-122.344
220000,5.342422681,3,0.477121255,1,1,0,1130,3.053078443,12519,4.097569639,1,1,0,0,0,1958,3.291812687,0,98056,47.4965,-122.176
260000,5.414973348,2,0.301029996,1,1,0,820,2.913813852,6771,3.830652814,1,1,0,0,0,1918,3.282848603,0,98106,47.52,-122.354
290000,5.462397998,2,0.301029996,1,1,0,960,2.982271233,4000,3.602059991,1,1,0,0,0,1918,3.282848603,0,98118,47.5554,-122.267
615000,5.788875116,4,0.602059991,1.5,2,0.301029996,1980,3.29666519,3240,3.51054501,1.5,2,0.301029996,0,0,1930,3.285557309,0,98144,47.584,-122.294
730000,5.86332286,4,0.602059991,3.5,4,0.602059991,3370,3.527629901,5638,3.751125072,2,2,0.301029996,0,0,2001,3.301247089,0,98034,47.7196,-122.223
1.95E+06,6.290034611,4,0.602059991,3.25,3,0.477121255,7420,3.870403905,167869,5.224970503,2,2,0.301029996,0,3,2002,3.301464073,0,98045,47.4548,-121.764
332500,5.52179165,3,0.477121255,2.25,2,0.301029996,1800,3.255272505,10500,4.021189299,2,2,0.301029996,0,0,1995,3.2999429,0,98038,47.3879,-122.032
650000,5.812913357,5,0.698970004,3.5,4,0.602059991,3990,3.600972896,10120,4.005180513,2,2,0.301029996,0,0,1990,3.298853076,0,98011,47.741,-122.208
1.40E+06,6.146128036,4,0.602059991,2.5,3,0.477121255,4070,3.609594409,7800,3.892094603,3,3,0.477121255,0,0,2002,3.301464073,0,98115,47.6838,-122.327
465000,5.667452953,4,0.602059991,1.75,2,0.301029996,1640,3.214843848,7194,3.856970433,1.5,2,0.301029996,0,0,1915,3.282168778,0,98011,47.7649,-122.205
690000,5.838849091,4,0.602059991,3.25,3,0.477121255,3730,3.571708832,11820,4.072617477,2,2,0.301029996,0,0,1990,3.298853076,0,98029,47.5775,-122.019
289900,5.462248215,3,0.477121255,1.75,2,0.301029996,1220,3.086359831,7004,3.845346137,1,1,0,0,0,1966,3.293583513,0,98058,47.4492,-122.157
1.62E+06,6.209515015,3,0.477121255,3.5,4,0.602059991,3490,3.542825427,4000,3.602059991,2,2,0.301029996,0,0,2009,3.302979937,0,98112,47.6385,-122.281
339950,5.531415046,3,0.477121255,2.5,3,0.477121255,1730,3.238046103,4286,3.632052167,2,2,0.301029996,0,0,1999,3.300812794,0,98148,47.432,-122.329
367999,5.565846639,4,0.602059991,2.75,3,0.477121255,3430,3.53529412,8000,3.903089987,1.5,2,0.301029996,0,0,1972,3.294906911,0,98023,47.3183,-122.382
380000,5.579783597,4,0.602059991,2.5,3,0.477121255,2320,3.365487985,10079,4.003417445,2,2,0.301029996,0,0,1994,3.299725154,0,98038,47.3828,-122.026
440000,5.643452676,3,0.477121255,1.75,2,0.301029996,2030,3.307496038,17100,4.23299611,1,1,0,0,0,1953,3.290702243,0,98166,47.451,-122.365
975000,5.989004616,5,0.698970004,4,4,0.602059991,4850,3.685741739,36450,4.561697533,2,2,0.301029996,0,0,1977,3.296006669,0,98005,47.6426,-122.158
309500,5.490660653,3,0.477121255,1.5,2,0.301029996,1340,3.127104798,13560,4.13225969,1,1,0,0,0,1968,3.294025094,0,98028,47.741,-122.234
350000,5.544068044,3,0.477121255,1,1,0,1130,3.053078443,8201,3.913866812,1,1,0,0,0,1948,3.289588953,0,98155,47.7359,-122.306
215000,5.33243846,2,0.301029996,2,2,0.301029996,1180,3.071882007,2521,3.401572846,2,2,0.301029996,0,0,2005,3.302114377,0,98038,47.3487,-122.021
254000,5.404833717,2,0.301029996,1,1,0,910,2.959041392,6000,3.77815125,1,1,0,0,0,1943,3.288472801,0,98118,47.5253,-122.266
567000,5.753583059,3,0.477121255,1.75,2,0.301029996,1630,3.212187604,4275,3.630936119,1.5,2,0.301029996,0,3,1908,3.28057837,0,98115,47.6851,-122.322
402000,5.604226053,2,0.301029996,1,1,0,710,2.851258349,1173,3.069298012,2,2,0.301029996,0,0,1943,3.288472801,0,98102,47.6412,-122.329
365000,5.562292864,4,0.602059991,1,1,0,1520,3.181843588,80150,4.903903527,1,1,0,0,0,1948,3.289588953,0,98045,47.4742,-121.769
625000,5.795880017,4,0.602059991,2.5,3,0.477121255,2820,3.450249108,8408,3.924692703,2,2,0.301029996,0,0,2014,3.304059466,0,98155,47.7538,-122.325
432000,5.635483747,4,0.602059991,1.75,2,0.301029996,1970,3.294466226,5160,3.712649702,1.5,2,0.301029996,0,0,1942,3.288249226,0,98126,47.534,-122.373
335500,5.525692525,5,0.698970004,3,3,0.477121255,2240,3.350248018,19090,4.280805928,1,1,0,0,0,1968,3.294025094,0,98058,47.4416,-122.149
